Time,Relevant Segment,Right Hand Position X,Right Hand Position Y,Right Hand Position Z,Right Hand Velocity X,Right Hand Velocity Y,Right Hand Velocity Z,Right Hand Orientation X,Right Hand Orientation Y,Right Hand Orientation Z,Right Hand Angular Velocity X,Right Hand Angular Velocity Y,Right Hand Angular Velocity Z,Right Hand Angular Velocity W, 
0.069246,0,-165.199583,126.281098,86.897513,7.042313,4.495281,-3.829809,-0.775106,-0.582917,0.006759,0.243666,22.200592,96.102395,31.11043
0.1670,0,-161.091304,133.585829,81.416691,-7.249864,8.543298,-3.464367,-0.8103,-0.549656,0.005023,0.203143,27.323807,-31.88139,-14.806875
0.278033,0,-166.697682,124.952497,70.502655,1.108563,5.210721,-4.682034,-0.827291,-0.544565,0.05921,0.12463,-38.176184,-11.170968,-0.849089
0.375016,0,-171.769927,115.941379,66.934341,1.012228,5.779688,-2.544251,-0.815634,-0.56288,0.089632,0.099364,-39.861632,-11.713065,-31.721004
0.472332,0,-171.562303,116.174259,66.107343,0.01064,-0.678289,-0.184504,-0.817481,-0.561029,0.090684,0.093529,4.30384,-6.768706,7.449381
0.571577,0,-174.23843,112.395737,68.871724,1.791516,1.586606,-2.621983,-0.82008,-0.55247,0.117643,0.091681,-19.909557,-2.176031,-37.174129
0.666936,0,-176.583915,108.825731,70.591685,2.062219,1.528365,-4.410779,-0.818431,-0.550417,0.138461,0.08967,-8.908176,13.849629,-16.791376
0.764397,0,-177.585419,107.513304,71.438374,0.529651,1.646406,-1.187774,-0.822047,-0.542462,0.151974,0.082931,-9.46635,6.766248,-11.74444
0.875609,0,-177.137233,108.153693,69.624353,-0.725531,1.549667,-0.939835,-0.827633,-0.535615,0.1533,0.068119,-0.035824,-2.622039,-4.054086
0.973135,0,-177.44344,106.391431,64.914392,-0.575261,0.480769,-3.428877,-0.82849,-0.536347,0.155809,0.040752,-12.983049,-22.862074,-2.44723
1.070123,1000,-179.723674,102.274701,66.567747,2.232843,-0.287193,-6.336557,-0.82247,-0.540733,0.171458,0.041865,-9.861114,-26.151509,-34.853139
1.167447,1000,-180.124806,101.438033,66.913606,-0.523926,0.019839,0.768988,-0.82093,-0.542297,0.173767,0.04235,1.09987,-4.125073,5.400242
1.264507,1000,-180.189974,101.213638,66.238975,-0.652573,-0.173319,0.622915,-0.819893,-0.544403,0.172436,0.040816,-0.703896,-0.590339,3.343965
1.375824,1000,-180.168001,101.260724,65.984433,-0.258625,-0.255276,-1.477161,-0.820622,-0.543519,0.172235,0.038749,-4.171397,-8.588524,2.340079
1.473122,1000,-180.457257,100.823496,66.383839,-0.699649,-0.156259,2.217822,-0.820796,-0.542373,0.175087,0.038334,2.045795,7.454343,0.504708
1.570319,1000,-180.792867,100.303324,66.347517,0.777061,0.4004,-2.635212,-0.820454,-0.541863,0.178585,0.036699,-4.057429,-0.9937,-1.322695
1.667897,1000,-182.216867,97.586647,66.637671,0.021756,0.210412,-1.748022,-0.815468,-0.546663,0.186854,0.035464,-0.647588,-0.897371,-0.122395
1.764694,1000,-182.138853,97.348739,67.211859,-0.929851,-0.178569,-0.591818,-0.816556,-0.544965,0.187139,0.035064,-4.826659,-6.4621,-6.675055
1.876161,1000,-182.559084,96.638189,67.551264,0.03909,0.148778,-0.25961,-0.817095,-0.542817,0.191434,0.032544,-3.125488,-2.507257,-2.873331
1.973377,1000,-182.681905,96.330536,67.077816,-0.996747,0.143943,0.489907,-0.817156,-0.542756,0.191921,0.028939,-1.242503,-1.091915,1.936813
2.070745,1000,-182.760185,96.179174,66.871486,-1.033295,0.015218,1.461736,-0.818404,-0.540744,0.192833,0.025036,-0.90347,-0.805759,-0.759902
2.168568,1000,-182.902117,95.883463,67.023735,-0.385354,-0.048778,0.712793,-0.818303,-0.540633,0.193637,0.024511,-0.317618,-0.211557,-2.111745
2.26508,1000,-182.883927,95.74361,66.637275,-0.616847,0.606685,0.853031,-0.819819,-0.538195,0.194602,0.019315,-4.531154,-9.518268,-0.550522
2.37652,1000,-182.844581,97.069623,70.701469,0.102857,0.329601,2.517618,-0.816142,-0.543335,0.191118,0.04661,20.612384,14.560338,-17.578194
2.473634,0,-182.747441,96.652054,68.618204,-0.996671,-0.015768,0.675999,-0.815419,-0.546169,0.187976,0.038154,-3.781927,-4.049253,-3.179435
2.571038,0,-182.947597,96.548424,70.00723,0.053645,-0.338177,1.467851,-0.817523,-0.541341,0.192449,0.039614,-0.118713,3.768671,-5.631298
2.668049,0,-183.259962,96.065321,70.700397,-0.543238,0.242542,-0.212754,-0.819242,-0.53712,0.197427,0.036968,-2.421242,-2.847321,-0.692008
2.765423,0,-183.604723,95.742114,71.790018,-0.538933,0.091826,-0.38663,-0.81948,-0.535326,0.200854,0.039207,-0.521063,-3.406123,-2.845392
2.87633,0,-183.682197,95.701589,71.869581,-0.182647,0.024378,0.159292,-0.820012,-0.534266,0.20168,0.038276,-1.194756,-2.203926,-1.502532
2.973883,0,-183.714156,95.670798,71.630713,-0.268997,0.198182,0.129775,-0.820314,-0.533907,0.201747,0.036428,-0.675682,0.205375,-1.508278
3.071238,0,-183.877861,95.50544,71.932778,-0.309503,0.090647,-0.13405,-0.821223,-0.531741,0.203999,0.035057,-4.332205,-6.117892,-5.208863
3.168082,0,-184.057327,95.200695,71.945435,-0.186486,0.260001,-0.096046,-0.820938,-0.531777,0.205212,0.034086,-1.885394,0.420382,-1.083224
3.265509,0,-185.169363,92.523484,71.944937,0.189422,-1.013845,0.510313,-0.819346,-0.53087,0.214959,0.025343,-18.765014,-8.653461,-0.313801
3.376807,1000,-184.934448,93.109924,71.632133,-0.314836,-0.236718,0.078872,-0.820607,-0.529726,0.213033,0.024726,-0.265042,3.582578,0.09459
3.473692,1000,-184.860979,93.198755,71.328058,0.014561,-0.382778,0.237276,-0.821107,-0.529294,0.212343,0.023295,-0.386973,-1.289104,0.755739
3.571291,1000,-184.918577,93.08709,71.10914,0.159531,-0.61924,-0.301582,-0.821351,-0.528855,0.212653,0.021757,0.651925,2.300197,-2.421106
3.669209,1000,-185.16628,92.738575,71.631045,0.151896,0.364562,-0.929092,-0.821921,-0.526574,0.21618,0.020793,-2.797255,-3.385519,-4.31852
3.765301,1000,-185.405252,92.241631,71.430389,-0.62202,0.377779,0.056448,-0.821434,-0.526796,0.217716,0.018207,-2.040856,-1.090194,0.4404
3.876558,1000,-185.491571,92.133918,71.184769,-0.467391,-0.123895,0.342935,-0.821233,-0.527228,0.217523,0.017048,-0.112541,0.016869,-0.098604
3.973593,1000,-185.626869,91.848435,71.033012,-0.174301,-0.071094,0.066194,-0.821167,-0.527055,0.21833,0.015181,-0.22561,0.878003,1.324015
4.070922,1000,-185.580992,91.944062,70.535689,-0.566309,-0.302985,0.046144,-0.821287,-0.527414,0.217113,0.013582,1.251174,-0.95406,3.418459
4.168329,1000,-185.707905,91.755147,70.624411,-0.405484,-0.210152,0.185927,-0.821288,-0.527089,0.217924,0.013106,0.458285,0.176628,-0.440744
4.265347,1000,-185.681034,91.850371,70.51768,-0.266645,-0.219213,0.390857,-0.821667,-0.526712,0.217447,0.012459,-0.253737,-0.844417,-1.070205
4.376573,1000,-185.666066,91.937031,70.328818,-0.19269,-0.411482,0.374965,-0.822095,-0.526249,0.217001,0.011548,0.593131,0.242632,-1.699978
4.473567,1000,-185.691277,91.928058,70.038566,-0.546831,0.340068,-0.492561,-0.822175,-0.526303,0.216638,0.010102,-0.811492,-0.842209,1.92813
4.570846,1000,-185.763114,91.766727,69.692361,-0.500017,0.134721,-0.368042,-0.821687,-0.527229,0.216296,0.008709,0.745526,-0.890449,4.248728
4.668008,1000,-185.807247,92.256921,72.05262,1.986018,0.013795,0.685928,-0.82089,-0.52757,0.217538,0.022046,17.6864,17.801223,-11.39133
4.765161,0,-185.316394,93.03075,71.029375,0.287065,-0.39673,-0.195893,-0.823599,-0.524455,0.215312,0.016511,2.619275,-0.80281,2.15407
4.876388,0,-184.213218,96.3903,71.178931,0.75227,3.539948,-4.844922,-0.822259,-0.530404,0.203561,0.03354,18.824826,7.758502,9.788034
4.973817,0,-185.465119,93.940908,68.497706,0.236499,12.811769,-11.935908,-0.79509,-0.572462,0.193404,0.052088,-12.655717,18.104375,18.815906
5.070708,0,-186.926846,92.141061,68.304729,3.639932,15.89257,-15.947952,-0.771721,-0.60115,0.195569,0.069414,9.288704,34.703566,40.267299
5.167667,0,-188.36749,95.566141,83.512799,7.39827,19.238947,-16.597808,-0.70098,-0.660856,0.169926,0.207415,91.729754,101.415769,86.570236
5.265071,0,-187.868023,102.838142,111.033872,3.705922,28.299876,-15.579077,-0.520639,-0.737878,0.059546,0.425354,107.565701,54.034723,136.099283
5.375783,0,-193.795044,89.199071,72.053401,-10.082749,45.583975,-1.112926,-0.255579,-0.923043,-0.030343,0.285918,-75.161185,-111.82128,114.899934
5.473208,0,-196.073482,68.447217,46.968568,-25.150321,60.803422,1.233542,-0.222774,-0.960535,0.069222,0.151504,-74.071413,-52.20487,12.264956
5.570535,1000,-189.057675,25.902401,17.358417,-40.863543,56.502907,0.82722,-0.058286,-0.9822,0.174316,-0.038725,-105.021396,-99.181835,14.780144
5.667305,1000,-173.475863,-19.511889,6.068963,-43.26322,28.447161,4.058955,0.00939,-0.936182,0.298888,-0.184773,-4.151378,-67.555557,-91.03102
5.764743,1000,-166.658414,-33.418556,9.036138,-17.484897,0.325417,33.637955,-0.045191,-0.904591,0.349898,-0.239258,94.195184,-21.571498,-33.531362
5.875599,1000,-172.980762,-23.972563,24.850758,-15.022063,-26.169369,63.500233,-0.097637,-0.919059,0.33742,-0.178734,41.443162,24.639646,-10.845196
5.972845,1000,-180.670824,2.820684,34.221154,-25.364015,-77.630343,64.080392,-0.182189,-0.943131,0.254918,-0.111034,100.41832,3.246557,14.532025
6.070011,1000,-177.332631,53.544994,25.411536,-51.730327,-104.082601,11.105757,-0.249322,-0.961292,0.050202,-0.105996,174.145494,-45.370317,100.276504
6.167308,1000,-158.016416,109.343218,21.241433,-34.216481,-101.372092,-51.922477,-0.309915,-0.924565,-0.171557,-0.14036,265.447245,-98.367649,74.865718
6.264401,1000,-124.328292,154.442376,19.113578,10.159909,-51.073698,-74.498233,-0.335002,-0.846735,-0.347743,-0.223357,255.863678,-103.542955,59.923274
6.375555,1000,-97.408868,179.620441,19.443793,14.68047,-8.794297,-39.360611,-0.32518,-0.782619,-0.43407,-0.305531,-99.69512,-96.189472,59.412194
6.473155,1000,-95.218763,178.816277,9.421352,6.338327,27.677036,-1.975297,-0.301486,-0.783327,-0.415487,-0.350536,-102.991914,4.225018,-68.607013
6.569673,1000,-120.36522,136.570845,-24.777739,0.171594,92.821532,10.609278,-0.281116,-0.846025,-0.247714,-0.379279,-59.759127,37.428291,-190.350913
6.667226,1000,-146.33713,45.125976,-48.775016,25.520764,135.330006,-26.316158,-0.228018,-0.876769,0.033944,-0.422057,-68.819986,-27.791131,-310.084932
6.764515,1000,-161.293722,-39.271815,-19.307044,63.479774,107.810593,-55.27909,-0.191855,-0.84942,0.303022,-0.38711,-117.489356,-42.49821,-284.794902
6.875292,1000,-180.102603,-56.967447,35.001896,94.174448,6.193312,13.383466,-0.133154,-0.869414,0.454914,-0.139437,-18.749446,202.012921,-65.681013
6.972853,1000,-203.559701,3.082341,83.084995,78.137298,-90.452715,37.972193,-0.233219,-0.872724,0.347093,0.251968,222.021726,80.787651,-207.087938
7.069874,1000,-193.610297,78.202569,95.753318,-49.489092,-131.070265,41.656044,-0.39514,-0.825946,0.009083,0.40199,184.564482,-155.663168,-136.695447
7.166791,1000,-163.157634,134.8472,54.888978,-81.872302,7.55867,2.240109,-0.563084,-0.782036,-0.221494,0.14932,13.057789,-157.612376,-57.529098
7.264256,1000,-133.650007,155.561225,14.864643,-38.789819,67.685118,-17.47109,-0.558854,-0.767294,-0.295007,-0.10915,-133.945471,-73.736701,10.127114
7.375459,1000,-116.171715,112.008857,-52.172336,3.032778,106.504441,-35.706061,-0.396427,-0.790976,-0.15458,-0.439668,-140.682445,-36.54114,-201.506654
7.472568,1000,-125.805791,32.865989,-72.911722,36.17007,84.44616,-40.933663,-0.271007,-0.793933,0.045639,-0.542349,-142.515183,-23.075772,-212.240251
7.569845,1000,-156.249314,-11.372344,-43.553254,45.904649,59.748759,7.337968,-0.141863,-0.886855,0.190777,-0.39619,-188.443812,190.831757,-117.730003
7.66712,0,-200.227077,11.584265,17.976546,62.352836,14.331029,-0.106326,-0.087293,-0.976527,0.19605,-0.018433,32.185492,265.220175,82.327327
7.764289,0,-210.691269,40.612794,53.553974,35.152213,-3.02823,-7.998424,-0.004325,-0.97794,0.081556,0.192256,73.919102,114.29081,78.48235
7.875764,0,-210.970441,47.967855,65.087372,6.03138,-1.257647,5.951487,0.023389,-0.967762,0.03876,0.247765,11.924498,15.942005,26.360182
7.973087,0,-209.355614,51.378658,64.386467,-0.333864,-5.068698,6.79505,-0.020075,-0.968314,0.042225,0.245321,33.458604,-12.978297,10.944361
8.069547,0,-208.191656,56.372605,62.989275,0.927612,0.439868,-1.56871,-0.036296,-0.969856,0.029068,0.239202,34.74493,-2.077799,-14.562688
8.166857,0,-208.237625,60.504956,64.446212,1.315196,1.542059,-0.382689,-0.04029,-0.96776,0.018092,0.247973,21.23859,7.158755,-6.251119
